Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,jogador20_home,HS,AS,HST,AST,B365H,B365D,B365A,HTHG,HTAG
20.0,sáb,2021-02-20,17:30,Gil Vicente,1.8,0.5,Santa Clara,0,Estádio Cidade de Barcelos,Gustavo Correia,/pt/partidas/e02d21df/Gil-Vicente-FC-Santa-Clara-2021Fevereiro20-Primeira-Liga,1,0,4-1-4-1,4-2-3-1,17.0,15.0,6.0,4.0,26.0,19.0,534.0,523.0,9.0,15.0,11.0,15.0,12.0,24.0,0.0,5.0,4.0,8.0,67.0,85.0,4.0,0.0,0.0,3.0,0.0,0.0,Denis,Rodrigão,Claude Gonçalves,Pedro Filipe Barbosa Moreira,Kanya Fujimoto,Yves Baraye,Lucas Mineiro,Rúben Fernandes,Samuel,Henrique Gomes,Paulo Sérgio Mota,Quentin Beunardeau,Joel Pereira,Diogo Silva,João Afonso Crispim,Lourency,Antoine Léautey,Vitor Carvalho,Talocha,Marco André Rocha Pereira,Rafael Ramos,Fábio Cardoso,João Afonso,Mansur,Allano,Lincoln,Ukra,Crysan,Hidemasa Morita,Anderson Carvalho,André Ferreira,João Paulo Lázaro Lucas,Rúben Alexandre Gomes Oliveira,Rui Filipe Cunha Correia,Jean Patric,Lucas Marques,Diogo Salomão,Rui Costa,,10,10,3,1,2.45,3.2,2.9,0,0
20.0,sáb,2021-02-20,20:30,Sp Lisbon,1.6,1.1,Portimonense,0,Estádio José Alvalade,Rui Costa,/pt/partidas/cf359d98/Sporting-CP-Portimonense-2021Fevereiro20-Primeira-Liga,2,0,3-4-3,4-3-3,15.0,19.0,5.0,4.0,13.0,12.0,643.0,510.0,10.0,19.0,15.0,15.0,12.0,12.0,1.0,4.0,8.0,11.0,68.0,77.0,0.0,0.0,0.0,3.0,0.0,0.0,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,João Mário,Tiago Tomás,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Reis,Bruno Tabata,Matheus Nunes,Luís Neto,João Pereira,Vitorino Antunes,Daniel Bragança,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Ewerton,Beto,Fahd Moufi,Henrique,Koki Anzai,Willyan,Aylton Boa Morte,Kosuke Nakamura,Fabrício dos Santos Messias,Anderson,Luquinha,Bruno Moreira,Lucas Tagliapietra,Jafar Salmani,Fali Candé,,14,7,7,1,1.4,4.5,7.5,2,0
20.0,dom,2021-02-21,15:00,Rio Ave,0.5,1.2,Famalicao,0,Estádio do Rio Ave Futebol Clube,Hugo Coelho,/pt/partidas/97fb9092/Rio-Ave-Famalicao-2021Fevereiro21-Primeira-Liga,0,1,4-3-3,3-5-2,9.0,20.0,4.0,8.0,11.0,15.0,569.0,530.0,16.0,16.0,13.0,16.0,13.0,14.0,1.0,2.0,4.0,5.0,67.0,75.0,1.0,1.0,0.0,3.0,0.0,0.0,Paweł Kieszek,Nélson Monte,Filipe Augusto,Toni Borevkovic,Gelson,Francisco Geraldes,Pelé,Carlos Mané,Aderlan Santos,Savio,Rafael Camacho,Léo,Ricardo José Vaz Alves Monteiro,Anderson Emanuel Castelo Branco Cruz,Gonçalo Rodrigues,Ronan,Costinha,Pedro Amaral,Ryotaro Meshino,Luiz Lúcio Reis Júnior,Srđan Babić,Alexandre Guedes,Manuel Ugarte Ribeiro,Gustavo Assuncao,Rúben Vinagre,Diogo Queirós,Pedro Rodrigues,Diogo Figueiras,Heriberto Tavares,Patrick,Vaná,Dani Morer,Calvin Verdonk,Jhonata Robert,Riccieli,Andrija Luković,Carlos Valenzuela,Gil Bastião Dias,,5,8,1,5,1.95,3.3,4.0,0,1
20.0,dom,2021-02-21,15:00,Pacos Ferreira,0.6,0.5,Guimaraes,0,Estádio da Capital do Móvel,Nuno Almeida,/pt/partidas/b3c0dd66/Pacos-de-Ferreira-Vitoria-Guimaraes-2021Fevereiro21-Primeira-Liga,2,1,4-3-3,4-3-3,10.0,14.0,3.0,3.0,14.0,15.0,630.0,477.0,21.0,8.0,9.0,11.0,17.0,13.0,1.0,0.0,5.0,10.0,84.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,Jordi Almeida,Marco Baixinho,Hélder Ferreira,Zé Uilton,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,João Pedro Sousa Silva,Stephen Eustáquio,Michael,Pedro Rebocho,Martín,Abbas Ibrahim,Matchoi Djaló,Adriano Castanheira,Dor Jan,Marcelo dos Santos Ferreira,Bruno Varela,Abdul Mumin,Marcus Edwards,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Alhassan Wakaso,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Matouš Trmal,Easah Suliman,Bruno Duarte,Ricardo Quaresma,Rúben Lameiras,Mikel Agu,Zié Mohamed Ouattara,Domingos André Ribeiro Almeida,,8,10,3,3,2.45,3.1,3.0,1,1
20.0,dom,2021-02-21,18:00,Sp Braga,2.6,0.6,Tondela,0,Estádio Municipal de Braga,Tiago Martins,/pt/partidas/ff708874/Braga-Tondela-2021Fevereiro21-Primeira-Liga,4,2,3-4-3,5-4-1,15.0,12.0,8.0,2.0,15.0,16.0,807.0,514.0,18.0,12.0,17.0,20.0,11.0,14.0,3.0,1.0,3.0,13.0,70.0,69.0,0.0,0.0,0.0,2.0,0.0,0.0,Matheus,Vítor Tormena,Rolando,João Novais,Almoatasem Al Musrati,Abel Ruiz,Lucas Piazon,Ricardo Horta,Cristian Borja,Ricardo Esgaio,Galeno,Tiago Sá,José Carlos,Nicolás Gaitán,André Horta,Andraž Šporar,Caju,Fransérgio,Bruno Rodrigues,Pedro Trigueira,Pedro Borges,Salvador Agra,João Pedro,Jhon Murillo,Mario González,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Babacar Niasse,João Jaquité,Tomislav Štrkalj,Roberto Olabe del Arco,Naoufel Khacef,Souleymane Anne,Rafael Barbosa,,,19,8,7,3,1.33,5.0,8.5,3,0
20.0,dom,2021-02-21,20:15,Farense,1.1,1.6,Benfica,0,Estádio de São Lúis,Hugo Miguel,/pt/partidas/4fd2898d/Farense-Benfica-2021Fevereiro21-Primeira-Liga,0,0,4-2-3-1,4-4-2,18.0,19.0,4.0,7.0,17.0,29.0,446.0,718.0,18.0,14.0,18.0,4.0,27.0,28.0,5.0,1.0,11.0,5.0,96.0,74.0,2.0,0.0,0.0,2.0,0.0,0.0,Rafael Defendi,Amine Oudrhiri,Madi Queita,Burá,Ryan Gauld,André Almeida Pinto,Jonatan Lucca,Licá,Fábio Alexandre da Silva Nunes,Eduardo Mancha,Pedro,Hugo Marques,Filipe Melo,Hugo Seco,Nikola Stojiljković,Braian Mansilla,Fabrício Isidoro,Djalma Campos,Abner,Helton Leite,Gilberto,Jan Vertonghen,Everton Soares,Gabriel,Darwin Núñez,Haris Seferović,Rafa Silva,Nicolás Otamendi,Adel Taarabt,Nuno Tavares,Odisseas Vlachodimos,Álex Grimaldo,Lucas Veríssimo,Luca Waldschmidt,Franco Cervi,Diogo Gonçalves,Chiquinho,Pizzi,,8,15,3,2,6.5,4.5,1.44,0,0
20.0,seg,2021-02-22,19:00,Maritimo,1.8,2.2,Porto,0,Estádio dos Barreiros,Vitor Ferreira Fernandes,/pt/partidas/a78261ff/Maritimo-Porto-2021Fevereiro22-Primeira-Liga,1,2,5-4-1,4-4-2,21.0,18.0,3.0,3.0,13.0,24.0,353.0,698.0,8.0,9.0,10.0,2.0,37.0,12.0,0.0,0.0,7.0,6.0,78.0,57.0,6.0,0.0,0.0,2.0,0.0,0.0,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Jean,Jorge Correa,Edgar Costa,Rene Santos,Pedro Pelágio,Léo Andrade,Marcelo Hermes,Diederrick Joel,Caio Secco,Rafik Guitane,Francois-Xavier Fumu Tamuzo,Franck-Yves Bambock,Rúben Macedo,Tim Söderström,Sassá,Antreas Karo,Agustín Marchesín,Pepe,Luis Díaz,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Sérgio Oliveira,Diogo Costa,Marko Grujić,Otávio,Felipe Anderson,Toni Martínez,Evanilson,Eulânio Ângelo Chipela Gomes,Malang Sarr,,12,14,7,6,9.0,5.25,1.3,1,1
21.0,sex,2021-02-26,20:30,Guimaraes,2.4,1.1,Boavista,0,Estádio Dom Afonso Henriques,Fábio Veríssimo,/pt/partidas/876871a6/Vitoria-Guimaraes-Boavista-2021Fevereiro26-Primeira-Liga,2,1,4-3-3,4-4-2,26.0,13.0,10.0,1.0,23.0,13.0,620.0,444.0,15.0,25.0,13.0,20.0,22.0,25.0,1.0,1.0,,,79.0,42.0,2.0,0.0,0.0,4.0,0.0,0.0,Bruno Varela,Abdul Mumin,Marcus Edwards,André André,Gideon Mensah,Rochinha,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Zié Mohamed Ouattara,Domingos André Ribeiro Almeida,Matouš Trmal,Easah Suliman,Bruno Duarte,Falaye Sacko,Rúben Lameiras,Mikel Agu,Alhassan Wakaso,Noah Holm,Leonardo César Jardim,Adil Rami,Chidozie Awaziem,Javi García,Nuno Santos,Gustavo Sauer,Angel Gomes,Alberth Elis,Ricardo Mangas,Paulinho,Cristian Castro,Rafael Bracalli,Reggie Cannon,Jorge Bengoché,Yusupha Njie,Jackson Porozo,Show,Sebastián Pérez Cardona,Yanis Hamache,,18,7,9,2,2.0,3.4,3.75,1,1
21.0,sáb,2021-02-27,15:30,Famalicao,0.5,0.5,Farense,0,Estádio Municipal 22 de Junho,Luís Godinho,/pt/partidas/c31d68d9/Famalicao-Farense-2021Fevereiro27-Primeira-Liga,0,0,3-5-2,4-2-3-1,18.0,16.0,5.0,4.0,21.0,17.0,617.0,386.0,5.0,11.0,7.0,13.0,29.0,11.0,0.0,1.0,7.0,9.0,75.0,66.0,2.0,0.0,0.0,6.0,0.0,1.0,Luiz Lúcio Reis Júnior,Srđan Babić,Alexandre Guedes,Manuel Ugarte Ribeiro,Gustavo Assuncao,Rúben Vinagre,Diogo Queirós,Pedro Rodrigues,Diogo Figueiras,Heriberto Tavares,Patrick,Vaná,Dani Morer,Calvin Verdonk,Jhonata Robert,Riccieli,Andrija Luković,Carlos Valenzuela,Gil Bastião Dias,Rafael Defendi,Amine Oudrhiri,Braian Mansilla,Ryan Gauld,André Almeida Pinto,Jonatan Lucca,Tomás Tavares,Licá,Fábio Alexandre da Silva Nunes,Eduardo Mancha,Pedro,Hugo Marques,Filipe Melo,Hugo Seco,Nikola Stojiljković,Burá,Fabrício Isidoro,Bilel Aouacheria,Abner,,11,10,3,1,2.3,3.2,3.1,0,0
21.0,sáb,2021-02-27,17:00,Santa Clara,1.4,1.0,Pacos Ferreira,1250,Estádio de São Miguel,Manuel Mota,/pt/partidas/1dd00dff/Santa-Clara-Pacos-de-Ferreira-2021Fevereiro27-Primeira-Liga,3,0,4-3-3,4-3-3,11.0,10.0,2.0,13.0,11.0,41.0,460.0,639.0,20.0,13.0,12.0,14.0,30.0,7.0,2.0,2.0,7.0,6.0,76.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,Marco André Rocha Pereira,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Crysan,Hidemasa Morita,Anderson Carvalho,Pierre Sagna,André Ferreira,João Afonso,João Paulo Lázaro Lucas,Ukra,Rúben Alexandre Gomes Oliveira,Rui Filipe Cunha Correia,Jean Patric,Diogo Salomão,Jordi Almeida,Hélder Ferreira,Zé Uilton,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Pedro Rebocho,Martín,Abbas Ibrahim,Adriano Castanheira,Dor Jan,João Pedro Sousa Silva,,7,17,4,4,2.7,3.0,2.8,2,0
21.0,sáb,2021-02-27,20:30,Porto,1.6,0.6,Sp Lisbon,0,Estádio Do Dragão,João Pinheiro,/pt/partidas/28ac6cf6/Porto-Sporting-CP-2021Fevereiro27-Primeira-Liga,0,0,4-4-2,3-4-3,20.0,16.0,3.0,1.0,12.0,9.0,594.0,509.0,20.0,21.0,5.0,13.0,10.0,17.0,4.0,2.0,7.0,9.0,71.0,86.0,1.0,0.0,0.0,2.0,0.0,0.0,Agustín Marchesín,Pepe,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Diogo Costa,Luis Díaz,Marko Grujić,Toni Martínez,Evanilson,Eulânio Ângelo Chipela Gomes,Malang Sarr,Fabio Vieira,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,João Mário,Tiago Tomás,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Reis,Bruno Tabata,Matheus Nunes,Luís Neto,João Pereira,Vitorino Antunes,Daniel Bragança,,14,4,3,0,2.05,3.4,3.5,0,0
21.0,dom,2021-02-28,15:00,Portimonense,0.3,0.5,Maritimo,0,Estádio do Portimonense SC,Tiago Martins,/pt/partidas/efc093ab/Portimonense-Maritimo-2021Fevereiro28-Primeira-Liga,0,0,4-3-3,5-4-1,22.0,10.0,6.0,4.0,24.0,14.0,787.0,393.0,11.0,18.0,8.0,19.0,20.0,25.0,0.0,2.0,11.0,10.0,95.0,82.0,1.0,0.0,0.0,2.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Beto,Fahd Moufi,Luquinha,Koki Anzai,Willyan,Aylton Boa Morte,Kosuke Nakamura,Ewerton,Anderson,Henrique,Bruno Moreira,Jafar Salmani,Pedro Oliveira Casagrande,Fali Candé,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Jean,Jorge Correa,Antreas Karo,Pedro Pelágio,Léo Andrade,Ali Alipour,Marcelo Hermes,Diederrick Joel,Caio Secco,Lucas Áfrico,Rafik Guitane,Stefano Beltrame,Francois-Xavier Fumu Tamuzo,Milson,Franck-Yves Bambock,Rúben Macedo,,7,11,1,4,1.95,3.1,4.33,0,0
21.0,dom,2021-02-28,17:30,Tondela,3.0,0.7,Gil Vicente,0,Estádio João Cardoso,Rui Costa,/pt/partidas/83c1aa05/Tondela-Gil-Vicente-FC-2021Fevereiro28-Primeira-Liga,1,0,4-3-3,4-3-3,13.0,10.0,6.0,8.0,18.0,27.0,609.0,462.0,5.0,11.0,14.0,12.0,26.0,15.0,5.0,0.0,7.0,12.0,80.0,98.0,1.0,0.0,0.0,0.0,1.0,0.0,Pedro Trigueira,Salvador Agra,João Pedro,Jhon Murillo,Jaume Grau,Mario González,Roberto Olabe del Arco,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Babacar Niasse,João Jaquité,Pedro Borges,Tomislav Štrkalj,Naoufel Khacef,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Souleymane Anne,Denis,Lourency,Claude Gonçalves,Pedro Filipe Barbosa Moreira,Kanya Fujimoto,Lucas Mineiro,Rúben Fernandes,Samuel,Ygor Nogueira,Henrique Gomes,Paulo Sérgio Mota,Quentin Beunardeau,Joel Pereira,Rodrigão,João Afonso Crispim,Antoine Léautey,Vitor Carvalho,Yves Baraye,Talocha,,16,13,6,2,2.7,2.87,2.87,1,0
21.0,dom,2021-02-28,20:00,Nacional,0.8,2.4,Sp Braga,0,Estádio da Madeira,Hélder Malheiro,/pt/partidas/39f13fde/Nacional-Braga-2021Fevereiro28-Primeira-Liga,1,2,4-1-4-1,3-4-3,7.0,11.0,2.0,5.0,16.0,15.0,510.0,753.0,11.0,14.0,8.0,9.0,25.0,28.0,3.0,1.0,12.0,5.0,90.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,Riccardo Piscitelli,Pedrão,Larry Azouni,Kenji Gorré,João Vigário,Kalindi Alves de Souza,Rui Correia,Vincent Thill,Nuno Borges,Francisco Ramos,Brayan Riascos,Seydou Sy,Abdullahi Ibrahim Alhassan,Rúben Micael,Pedro Mendes,Éber Bessa,Witi,Rúben Freitas,Bryan Róchez,Matheus,Vítor Tormena,Almoatasem Al Musrati,Abel Ruiz,Lucas Piazon,Ricardo Horta,Cristian Borja,Fransérgio,Ricardo Esgaio,Bruno Rodrigues,Galeno,Tiago Sá,José Carlos,Rolando,João Novais,Nicolás Gaitán,André Horta,Caju,Hernani Infande,,8,15,2,4,6.0,3.75,1.57,0,2
21.0,seg,2021-03-01,19:00,Benfica,2.4,1.1,Rio Ave,0,Estádio do Sport Lisboa e Benfica,Nuno Almeida,/pt/partidas/bac0b600/Benfica-Rio-Ave-2021Marco1-Primeira-Liga,2,0,4-4-2,4-3-3,17.0,10.0,6.0,6.0,25.0,12.0,720.0,516.0,18.0,10.0,17.0,16.0,11.0,23.0,3.0,3.0,6.0,10.0,44.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Everton Soares,Luca Waldschmidt,Haris Seferović,Diogo Gonçalves,Rafa Silva,Julian Weigl,Jardel,Adel Taarabt,Odisseas Vlachodimos,Gilberto,Gabriel,Franco Cervi,Chiquinho,Pizzi,Pedrinho,Gonçalo Ramos,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Francisco Geraldes,Pelé,Costinha,Carlos Mané,Aderlan Santos,Savio,Rafael Camacho,Léo,Ricardo José Vaz Alves Monteiro,Júnior Brandão,Anderson Emanuel Castelo Branco Cruz,Gonçalo Rodrigues,Pedro Amaral,Nando Pijnaker,Gabriel Airton de Souza,,17,11,6,5,1.44,4.33,7.0,0,0
21.0,seg,2021-03-01,20:15,Moreirense,1.7,2.8,Belenenses,0,P.D. Comendador Joaquim de Almeida Freit...,João Bento,/pt/partidas/70ee2933/Moreirense-Belenenses-SAD-2021Marco1-Primeira-Liga,2,2,4-4-2,5-4-1,14.0,12.0,4.0,5.0,14.0,18.0,552.0,544.0,12.0,18.0,8.0,21.0,20.0,11.0,1.0,3.0,7.0,6.0,71.0,71.0,3.0,0.0,0.0,2.0,0.0,0.0,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Fábio Pacheco,Yan Santos,Filipe Soares,Alexandre Miguel Barros Soares,Walterson,Rafael Martins,Kewin,Ibrahima Camará,Felipe Pires,Lucas,David Simão,Abdoulaye Ba,Afonso Figueiredo,Derik Lacerda,Stanislav Kritsyuk,Diogo Calila,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Sphephelo Sithole,Thibang Phete,Henrique,Gonçalo Silva,André Moreira,Bruno Ramires,Danny Henriques,Jordan van der Gaag,Francisco Chico,Afonso Taira,Afonso Sousa,André Lopes,,11,13,5,5,2.6,3.0,2.9,2,1
22.0,sex,2021-03-05,18:30,Pacos Ferreira,0.6,0.7,Nacional,0,Estádio da Capital do Móvel,Iancu Vasilica,/pt/partidas/0c5b89c8/Pacos-de-Ferreira-Nacional-2021Marco5-Primeira-Liga,2,1,4-3-3,4-4-2,20.0,18.0,5.0,4.0,20.0,24.0,468.0,597.0,19.0,9.0,8.0,14.0,21.0,24.0,1.0,2.0,4.0,6.0,77.0,67.0,3.0,0.0,0.0,4.0,0.0,0.0,Jordi Almeida,Pedro Rebocho,Hélder Ferreira,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Martín,Abbas Ibrahim,Zé Uilton,Adriano Castanheira,Dor Jan,João Pedro Sousa Silva,Riccardo Piscitelli,Pedrão,Kenji Gorré,Rúben Micael,João Vigário,Pedro Mendes,Kalindi Alves de Souza,Julio,Nuno Borges,Francisco Ramos,Brayan Riascos,Seydou Sy,Larry Azouni,João Pedro Gomes Camacho,Marco Matias,Vincent Koziello,Éber Bessa,Witi,Rui Correia,,12,10,3,4,1.7,3.5,5.25,2,0
22.0,sex,2021-03-05,20:45,Sp Lisbon,1.6,0.3,Santa Clara,0,Estádio José Alvalade,Manuel Oliveira,/pt/partidas/3f5a1cbd/Sporting-CP-Santa-Clara-2021Marco5-Primeira-Liga,2,1,3-4-3,4-3-3,18.0,24.0,4.0,8.0,17.0,16.0,655.0,479.0,15.0,19.0,17.0,15.0,20.0,15.0,1.0,2.0,3.0,11.0,80.0,67.0,1.0,0.0,0.0,2.0,0.0,0.0,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Bruno Tabata,Matheus Nunes,João Mário,Tiago Tomás,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Reis,Nuno Santos,Luís Neto,João Pereira,Vitorino Antunes,Daniel Bragança,Eduardo Quaresma,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Crysan,Hidemasa Morita,Anderson Carvalho,André Ferreira,João Afonso,João Paulo Lázaro Lucas,Ukra,Rúben Alexandre Gomes Oliveira,Rui Filipe Cunha Correia,Jean Patric,Rui Costa,,6,6,4,2,1.4,4.2,9.0,1,0
22.0,sáb,2021-03-06,15:30,Portimonense,0.9,0.3,Tondela,0,Estádio do Portimonense SC,Manuel Mota,/pt/partidas/101ef0d0/Portimonense-Tondela-2021Marco6-Primeira-Liga,3,0,4-2-3-1,4-3-3,8.0,7.0,3.0,3.0,11.0,14.0,543.0,637.0,24.0,19.0,22.0,7.0,23.0,17.0,2.0,0.0,8.0,7.0,104.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Dener,Ewerton,Anderson,Beto,Fahd Moufi,Koki Anzai,Willyan,Aylton Boa Morte,Denis-Will Poha,Ricardo Abel Barbosa Ferreira,Fabrício dos Santos Messias,Henrique,Luquinha,Pedro Sá,Bruno Moreira,Jafar Salmani,Pedro Oliveira Casagrande,Pedro Trigueira,Salvador Agra,João Pedro,Jhon Murillo,Jaume Grau,Mario González,Roberto Olabe del Arco,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Babacar Niasse,Bebeto,João Jaquité,Pedro Borges,Tomislav Štrkalj,Naoufel Khacef,Abdel Jalil Medioub,Souleymane Anne,,10,12,5,3,1.85,3.3,4.5,2,0
22.0,sáb,2021-03-06,18:00,Gil Vicente,0.4,1.0,Porto,0,Estádio Cidade de Barcelos,Nuno Almeida,/pt/partidas/340886ba/Gil-Vicente-FC-Porto-2021Marco6-Primeira-Liga,0,2,5-4-1,4-4-2,14.0,11.0,4.0,10.0,18.0,25.0,498.0,653.0,13.0,9.0,5.0,6.0,32.0,22.0,2.0,4.0,9.0,8.0,78.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,Denis,Rodrigão,Lourency,Claude Gonçalves,Pedro Filipe Barbosa Moreira,Lucas Mineiro,Talocha,Pedro David Rosendo Marques,Ygor Nogueira,Henrique Gomes,Paulo Sérgio Mota,Brian Araújo,Joel Pereira,Diogo Silva,João Afonso Crispim,Alaa Abbas,Kanya Fujimoto,Vitor Carvalho,Yves Baraye,Agustín Marchesín,Pepe,Diogo Leite,Mateus Uribe,Mehdi Taremi,Moussa Marega,Jesús Corona,Wilson Manafá,Otávio,Sérgio Oliveira,Eulânio Ângelo Chipela Gomes,Diogo Costa,Luis Díaz,Zaidu Sanusi,Marko Grujić,Toni Martínez,Evanilson,Malang Sarr,Fabio Vieira,,9,11,1,6,6.5,4.0,1.5,0,1
22.0,sáb,2021-03-06,20:30,Boavista,1.4,0.9,Famalicao,0,Estádio do Bessa Século XXI,André Narciso,/pt/partidas/5143b06b/Boavista-Famalicao-2021Marco6-Primeira-Liga,3,0,4-3-3,3-5-2,13.0,18.0,2.0,7.0,8.0,21.0,469.0,556.0,16.0,17.0,17.0,19.0,23.0,11.0,1.0,1.0,,,48.0,80.0,2.0,0.0,0.0,2.0,1.0,0.0,Leonardo César Jardim,Reggie Cannon,Chidozie Awaziem,Javi García,Nuno Santos,Gustavo Sauer,Angel Gomes,Alberth Elis,Ricardo Mangas,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Jorge Bengoché,Nathan,Show,Sebastián Pérez Cardona,Yanis Hamache,Jeriel Córdova,Luiz Lúcio Reis Júnior,Srđan Babić,Alexandre Guedes,Manuel Ugarte Ribeiro,Riccieli,Rúben Vinagre,Andrija Luković,Diogo Queirós,Gil Bastião Dias,Pedro Rodrigues,Heriberto Tavares,Vaná,Calvin Verdonk,Bozhidar Kraev,Jhonata Robert,Joaquín Pereyra,Carlos Valenzuela,Anderson,,,11,12,4,2,2.25,3.1,3.4,1,0
22.0,dom,2021-03-07,17:30,Maritimo,2.0,1.6,Moreirense,0,Estádio dos Barreiros,Luís Godinho,/pt/partidas/fbcaa93c/Maritimo-Moreirense-2021Marco7-Primeira-Liga,0,2,5-4-1,4-4-2,19.0,13.0,5.0,2.0,24.0,9.0,556.0,546.0,28.0,15.0,15.0,12.0,4.0,15.0,1.0,0.0,9.0,11.0,77.0,74.0,3.0,0.0,0.0,2.0,0.0,0.0,Amir Abedzadeh,Cláudio Winck,Jean,Jorge Correa,Stefano Beltrame,Rene Santos,Antreas Karo,Léo Andrade,Ali Alipour,Marcelo Hermes,Diederrick Joel,Caio Secco,Lucas Áfrico,Rafik Guitane,Rodrigo Pinho,Francois-Xavier Fumu Tamuzo,Milson,Franck-Yves Bambock,Rúben Macedo,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Fábio Pacheco,Yan Santos,Filipe Soares,Alexandre Miguel Barros Soares,Walterson,Rafael Martins,Kewin,Ibrahima Camará,Felipe Pires,Lucas,David Simão,Abdoulaye Ba,Afonso Figueiredo,Derik Lacerda,,15,16,6,5,2.2,3.0,3.6,0,1
